1.037673 -1.03918
1.033776 -1.03528
 1.02988 -1.03137
1.025984 -1.02747
1.022088 -1.02357
1.018193 -1.01966
1.014298 -1.01576
1.010404 -1.01186
 1.00651 -1.00796
1.002617 -1.00406
0.998723 -1.00016
0.994831 -0.99626
0.990938 -0.99236
0.987046 -0.98846
0.983155 -0.98456
0.979264 -0.98066
0.975373 -0.97676
0.971483 -0.97286
0.967593 -0.96897
0.963704 -0.96507
0.959814 -0.96117
0.955926 -0.95728
0.952038 -0.95338
 0.94815 -0.94949
0.944262 -0.94559
0.940375 -0.9417
0.936489 -0.9378
0.932602 -0.93391
0.928717 -0.93002
0.924831 -0.92613
0.920946 -0.92223
0.917062 -0.91834
0.913177 -0.91445
0.909294 -0.91056
 0.90541 -0.90667
0.901527 -0.90278
0.897645 -0.89889
0.893762  -0.895
0.889881 -0.89111
0.885999 -0.88722
0.882118 -0.88334
0.878238 -0.87945
0.874358 -0.87556
0.870478 -0.87168
0.866598 -0.86779
0.862719 -0.8639
0.858841 -0.86002
0.854963 -0.85614
0.851085 -0.85225
0.847208 -0.84837
0.843331 -0.84448
0.839454 -0.8406
0.835578 -0.83672
0.831702 -0.83284
0.827827 -0.82895
0.823952 -0.82507
0.820078 -0.82119
0.816204 -0.81731
 0.81233 -0.81343
0.808457 -0.80955
0.804584 -0.80567
0.800711 -0.80179
0.796839 -0.79792
0.792968 -0.79404
0.789096 -0.79016
0.785226 -0.78628
0.781355 -0.78241
0.777485 -0.77853
0.773616 -0.77466
0.769746 -0.77078
0.765877 -0.76691
0.762009 -0.76303
0.758141 -0.75916
0.754273 -0.75528
0.750406 -0.75141
0.746539 -0.74754
0.742673 -0.74367
0.738807 -0.73979
0.734941 -0.73592
0.731076 -0.73205
0.727211 -0.72818
0.723347 -0.72431
0.719483 -0.72044
 0.71562 -0.71657
0.711756 -0.7127
0.707894 -0.70884
0.704031 -0.70497
0.700169 -0.7011
0.696308 -0.69723
0.692447 -0.69337
0.688586 -0.6895
0.684726 -0.68563
0.680866 -0.68177
0.677006 -0.6779
0.673147 -0.67404
0.669288 -0.67018
 0.66543 -0.66631
0.661572 -0.66245
0.657715 -0.65859
0.653858 -0.65472
1.035485 -0.03698
1.031588 -0.03308
1.027692 -0.02917
1.023797 -0.02527
1.019902 -0.02137
1.016007 -0.01746
1.012113 -0.01356
1.008219 -0.00966
1.004326 -0.00576
1.000434 -0.00186
0.996541 0.002039
 0.99265 0.005938
0.988758 0.009837
0.984867 0.013736
0.980977 0.017633
0.977087 0.021531
0.973198 0.025428
0.969309 0.029324
 0.96542 0.03322
0.961532 0.037115
0.957644 0.04101
0.953757 0.044905
 0.94987 0.048799
0.945984 0.052692
0.942098 0.056585
0.938213 0.060477
0.934328 0.064369
0.930444 0.068261
 0.92656 0.072152
0.922677 0.076042
0.918794 0.079933
0.914911 0.083822
0.911029 0.087711
0.907147  0.0916
0.903266 0.095488
0.899385 0.099375
0.895505 0.103262
0.891625 0.107149
0.887746 0.111035
0.883867 0.114921
0.879989 0.118806
0.876111 0.122691
0.872234 0.126575
0.868357 0.130458
 0.86448 0.134342
0.860604 0.138224
0.856728 0.142106
0.852853 0.145988
0.848979 0.149869
0.845104 0.15375
0.841231 0.15763
0.837357 0.16151
0.833485 0.165389
0.829612 0.169268
 0.82574 0.173146
0.821869 0.177024
0.817998 0.180902
0.814127 0.184778
0.810257 0.188655
0.806388 0.192531
0.802519 0.196406
 0.79865 0.200281
0.794782 0.204155
0.790914 0.208029
0.787047 0.211902
 0.78318 0.215775
0.779314 0.219648
0.775448 0.22352
0.771582 0.227391
0.767717 0.231262
0.763853 0.235133
0.759989 0.239003
0.756125 0.242872
0.752262 0.246741
0.748399 0.250609
0.744537 0.254478
0.740675 0.258345
0.736814 0.262212
0.732953 0.266079
0.729093 0.269945
0.725233 0.27381
0.721374 0.277675
0.717515 0.28154
0.713656 0.285404
0.709798 0.289268
0.705941 0.293131
0.702084 0.296993
0.698227 0.300856
0.694371 0.304717
0.690515 0.308578
 0.68666 0.312439
0.682805 0.316299
0.678951 0.320159
0.675097 0.324018
0.671243 0.327877
 0.66739 0.331735
0.663538 0.335593
0.659686 0.33945
0.655834 0.343307
0.651983 0.347163
1.033297 0.965221
1.029401 0.969125
1.025505 0.973028
 1.02161 0.976931
1.017716 0.980833
1.013822 0.984735
1.009928 0.988636
1.006035 0.992536
1.002143 0.996437
0.998251 1.000336
 0.99436 1.004235
0.990469 1.008133
0.986578 1.012031
0.982688 1.015928
0.978799 1.019825
 0.97491 1.023721
0.971022 1.027617
0.967134 1.031512
0.963247 1.035407
 0.95936 1.039301
0.955474 1.043194
0.951589 1.047087
0.947703 1.050979
0.943819 1.054871
0.939935 1.058763
0.936051 1.062653
0.932168 1.066544
0.928286 1.070433
0.924403 1.074322
0.920522 1.078211
0.916641 1.082099
0.912761 1.085986
0.908881 1.089873
0.905001 1.09376
0.901122 1.097645
0.897244 1.101531
0.893366 1.105415
0.889489 1.109299
0.885612 1.113183
0.881736 1.117066
 0.87786 1.120949
0.873984 1.124831
 0.87011 1.128712
0.866235 1.132593
0.862362 1.136473
0.858489 1.140353
0.854616 1.144233
0.850744 1.148111
0.846872 1.151989
0.843001 1.155867
0.839131 1.159744
0.835261 1.16362
0.831391 1.167496
0.827522 1.171372
0.823653 1.175247
0.819785 1.179121
0.815918 1.182995
0.812051 1.186868
0.808185 1.190741
0.804319 1.194613
0.800453 1.198485
0.796588 1.202356
0.792724 1.206226
 0.78886 1.210096
0.784997 1.213965
0.781134 1.217834
0.777272 1.221703
 0.77341 1.22557
0.769549 1.229438
0.765688 1.233304
0.761828 1.23717
0.757968 1.241036
0.754109 1.244901
0.750251 1.248765
0.746393 1.252629
0.742535 1.256493
0.738678 1.260356
0.734821 1.264218
0.730965 1.26808
 0.72711 1.271941
0.723255 1.275802
  0.7194 1.279662
0.715546 1.283521
0.711693 1.28738
 0.70784 1.291239
0.703988 1.295097
0.700136 1.298954
0.696285 1.302811
0.692434 1.306667
0.688583 1.310523
0.684734 1.314378
0.680884 1.318233
0.677036 1.322087
0.673188 1.32594
 0.66934 1.329793
0.665493 1.333646
0.661646 1.337498
  0.6578 1.341349
0.653954  1.3452
0.650109 1.34905
1.031109 1.967423
1.027213 1.971326
1.023318 1.975229
1.019424 1.979131
 1.01553 1.983033
1.011636 1.986934
1.007743 1.990834
1.003851 1.994735
0.999959 1.998634
0.996068 2.002532
0.992178 2.00643
0.988288 2.010328
0.984399 2.014225
 0.98051 2.018121
0.976622 2.022017
0.972734 2.025912
0.968847 2.029806
 0.96496  2.0337
0.961074 2.037593
0.957189 2.041486
0.953304 2.045378
 0.94942 2.049269
0.945537 2.05316
0.941654 2.05705
0.937771 2.06094
0.933889 2.064829
0.930008 2.068717
0.926127 2.072605
0.922247 2.076492
0.918368 2.080379
0.914489 2.084265
 0.91061 2.08815
0.906732 2.092035
0.902855 2.095919
0.898979 2.099803
0.895102 2.103686
0.891227 2.107568
0.887352 2.11145
0.883478 2.115331
0.879604 2.119211
0.875731 2.123091
0.871858 2.126971
0.867986 2.130849
0.864115 2.134728
0.860244 2.138605
0.856373 2.142482
0.852504 2.146358
0.848635 2.150234
0.844766 2.154109
0.840898 2.157984
0.837031 2.161857
0.833164 2.165731
0.829297 2.169603
0.825432 2.173475
0.821567 2.177347
0.817702 2.181218
0.813838 2.185088
0.809975 2.188958
0.806112 2.192827
 0.80225 2.196695
0.798388 2.200563
0.794527 2.20443
0.790667 2.208297
0.786807 2.212163
0.782947 2.216028
0.779089 2.219893
 0.77523 2.223757
0.771373 2.227621
0.767516 2.231484
0.763659 2.235346
0.759804 2.239208
0.755948 2.243069
0.752094 2.24693
0.748239 2.25079
0.744386 2.254649
0.740533 2.258508
0.736681 2.262366
0.732829 2.266224
0.728978 2.270081
0.725127 2.273937
0.721277 2.277793
0.717427 2.281648
0.713578 2.285502
 0.70973 2.289356
0.705882 2.29321
0.702035 2.297062
0.698188 2.300914
0.694342 2.304766
0.690497 2.308617
0.686652 2.312467
0.682808 2.316317
0.678964 2.320166
0.675121 2.324014
0.671278 2.327862
0.667436 2.331709
0.663595 2.335556
0.659754 2.339402
0.655914 2.343248
0.652074 2.347092
0.648235 2.350937
1.028921 2.969625
1.025026 2.973528
1.021131 2.97743
1.017237 2.981332
1.013344 2.985233
1.009451 2.989134
1.005559 2.993033
1.001667 2.996933
0.997776 3.000831
0.993886 3.004729
0.989996 3.008626
0.986107 3.012523
0.982219 3.016419
0.978331 3.020314
0.974444 3.024208
0.970557 3.028102
0.966672 3.031996
0.962786 3.035888
0.958902 3.03978
0.955018 3.043671
0.951134 3.047562
0.947252 3.051452
 0.94337 3.055341
0.939488 3.05923
0.935607 3.063118
0.931727 3.067005
0.927848 3.070891
0.923969 3.074777
0.920091 3.078663
0.916213 3.082547
0.912336 3.086431
 0.90846 3.090314
0.904584 3.094197
0.900709 3.098079
0.896835 3.10196
0.892961 3.105841
0.889088 3.109721
0.885215  3.1136
0.881343 3.117479
0.877472 3.121357
0.873602 3.125234
0.869732 3.129111
0.865862 3.132987
0.861994 3.136862
0.858126 3.140737
0.854258 3.144611
0.850391 3.148484
0.846525 3.152357
 0.84266 3.156229
0.838795  3.1601
0.834931 3.163971
0.831067 3.167841
0.827204 3.17171
0.823342 3.175579
 0.81948 3.179447
0.815619 3.183315
0.811758 3.187181
0.807899 3.191047
0.804039 3.194913
0.800181 3.198777
0.796323 3.202641
0.792466 3.206505
0.788609 3.210368
0.784753 3.21423
0.780898 3.218091
0.777043 3.221952
0.773189 3.225812
0.769336 3.229671
0.765483 3.23353
0.761631 3.237388
0.757779 3.241246
0.753928 3.245103
0.750078 3.248959
0.746228 3.252814
0.742379 3.256669
0.738531 3.260523
0.734683 3.264377
0.730836 3.268229
 0.72699 3.272081
0.723144 3.275933
0.719299 3.279784
0.715454 3.283634
 0.71161 3.287483
0.707767 3.291332
0.703924 3.295181
